sku_code,sku_name,station,platform,abcd,profile_segment,blend_daily,system_daily,blend_monthly,system_monthly,actual_monthly,actual_daily,error_daily,ape,kpi_comparable,version_no
DJ505740_3,US 80cmX字谷仓门板材文件柜 一件一箱 颜色->YB-M941棕,ALL,AMAZON,C,T4B,0.5643,0.2709,17.49,8.40,33,1.0645,-0.7936,0.7455,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505741_1,US AG 高搁架6布抽角落床 T 一件一箱 颜色->火烧云,ALL,AMAZON,C,T4B,0.6143,0.2949,19.04,9.14,20,0.6452,-0.3503,0.5429,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505741_2,US AG 高搁架6布抽角落床 T 一件一箱 颜色->灰色,ALL,AMAZON,C,T4B,0.3143,0.1509,9.74,4.68,64,2.0645,-1.9136,0.9269,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505742_1,US AG 高搁架6布抽角落床 F 一件一箱 颜色->火烧云,ALL,AMAZON,C,T4B,0.6214,0.2983,19.26,9.25,32,1.0323,-0.7340,0.7110,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505742_2,US AG 高搁架6布抽角落床 F 一件一箱 颜色->灰色,ALL,AMAZON,C,T4B,0.4143,0.1989,12.84,6.17,43,1.3871,-1.1882,0.8566,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505743_1,UK DC 铁木床 CBF-11L 方管铁木角落床带抽篮-152G 白 90×190 一件两箱,ALL,AMAZON,C,T4B,0.7143,0.3429,22.14,10.63,89,2.8710,-2.5281,0.8806,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505748_1,US AG 板式床 靠背翻盖 床头4布抽 6铁线抽 F 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,0.3500,0.1680,10.85,5.21,27,0.8710,-0.7030,0.8071,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505748_2,US AG 板式床 靠背翻盖 床头4布抽 6铁线抽 F 一件两箱 颜色->黑色,ALL,AMAZON,C,T4B,0.3429,0.1646,10.63,5.10,55,1.7742,-1.6096,0.9072,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505749_1,US AG 板式床 靠背翻盖 床头4布抽 6铁线抽 Q 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,0.4214,0.2023,13.06,6.27,46,1.4839,-1.2816,0.8637,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505749_2,US AG 板式床 靠背翻盖 床头4布抽 6铁线抽 Q 一件两箱 颜色->黑色,ALL,AMAZON,C,T4B,0.5857,0.2811,18.16,8.71,83,2.6774,-2.3963,0.8950,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505756_1,US AG 大款玻璃桌面 铁木3抽2门书桌 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,0.1857,0.0891,5.76,2.76,38,1.2258,-1.1367,0.9273,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505756_1,US AG 大款玻璃桌面 铁木3抽2门书桌 一件一箱 颜色->白色,ALL,UNKNOWN,C,T4B,0.1714,0.0823,5.31,2.55,9,0.2903,-0.2080,0.7165,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505757_3,US SR RWD-01 2×3 6抽抽屉柜辐射松贴实木皮油漆 一件一箱 颜色->棕色,ALL,AMAZON,C,T4B,0.7857,0.3771,24.36,11.69,54,1.7419,-1.3648,0.7835,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505757_3,US SR RWD-01 2×3 6抽抽屉柜辐射松贴实木皮油漆 一件一箱 颜色->棕色,ALL,UNKNOWN,C,T4B,0.2714,0.1303,8.41,4.04,9,0.2903,-0.1600,0.5512,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505758_3,US SR RWD-02 1×4+2 6抽抽屉柜辐射松贴实木皮油漆 一件一箱 颜色->棕色,ALL,AMAZON,C,T4B,0.8357,0.4011,25.91,12.43,72,2.3226,-1.9215,0.8273,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505758_3,US SR RWD-02 1×4+2 6抽抽屉柜辐射松贴实木皮油漆 一件一箱 颜色->棕色,ALL,UNKNOWN,C,T4B,0.5857,0.2811,18.16,8.71,13,0.4194,-0.1383,0.3297,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505761_1,US DC 地板床 FBI-02  HQ 树屋侧边储物 Twin  一件一箱 颜色->黑色,ALL,AMAZON,D,T4B,0.2000,0.0960,6.20,2.98,33,1.0645,-0.9685,0.9098,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505761_2,US DC 地板床 FBI-02  HQ 树屋侧边储物 Twin  一件一箱 颜色->白色,ALL,AMAZON,D,T4B,0.4929,0.2366,15.28,7.33,88,2.8387,-2.6021,0.9167,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505764_1,EU BW SCQL-03鞋柜4翻盖8隔板+冷轧钢翻转  黑色 一件一箱,ALL,AMAZON,C,T4B,0.5143,0.2469,15.94,7.65,32,1.0323,-0.7854,0.7608,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505770_1,US DC 高架床 BBC-01 BD173 新长短边储物双床 双T 黑色 一件两箱,ALL,AMAZON,B,T4B,2.4071,1.1554,74.62,35.82,280,9.0323,-7.8769,0.8721,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505770_1,US DC 高架床 BBC-01 BD173 新长短边储物双床 双T 黑色 一件两箱,ALL,UNKNOWN,B,T4B,0.2500,0.1200,7.75,3.72,9,0.2903,-0.1703,0.5867,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505770_1,US DC 高架床 BBC-01 BD173 新长短边储物双床 双T 黑色 一件两箱,ALL,WALMART,B,T4B,0.2000,0.0960,6.20,2.98,16,0.5161,-0.4201,0.8140,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505770_2,US DC 高架床 BBC-01 BD173 新长短边储物双床 双T 白色 一件两箱,ALL,AMAZON,B,T4B,1.9357,0.9291,60.01,28.80,274,8.8387,-7.9096,0.8949,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505770_2,US DC 高架床 BBC-01 BD173 新长短边储物双床 双T 白色 一件两箱,ALL,UNKNOWN,B,T4B,0.3143,0.1509,9.74,4.68,37,1.1935,-1.0426,0.8736,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505770_2,US DC 高架床 BBC-01 BD173 新长短边储物双床 双T 白色 一件两箱,ALL,WALMART,B,T4B,0.1214,0.0583,3.76,1.81,17,0.5484,-0.4901,0.8937,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505784_1,US VD 高架床 L形上下铺 双书桌 T 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,0.2643,0.1269,8.19,3.93,33,1.0645,-0.9376,0.8808,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505784_2,US VD 高架床 L形上下铺 双书桌 T 一件两箱 颜色->黑色,ALL,AMAZON,C,T4B,0.2429,0.1166,7.53,3.61,27,0.8710,-0.7544,0.8661,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505784_2,US VD 高架床 L形上下铺 双书桌 T 一件两箱 颜色->黑色,ALL,UNKNOWN,C,T4B,0.2357,0.1131,7.31,3.51,44,1.4194,-1.3063,0.9203,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505785_1,US 竖条纹美式铁木L桌 一件一箱 颜色->棕顶+白,ALL,AMAZON,B,T4B,3.2357,1.5531,100.31,48.15,214,6.9032,-5.3501,0.7750,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505785_1,US 竖条纹美式铁木L桌 一件一箱 颜色->棕顶+白,ALL,UNKNOWN,B,T4B,0.4071,0.1954,12.62,6.06,48,1.5484,-1.3530,0.8738,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505785_1,US 竖条纹美式铁木L桌 一件一箱 颜色->棕顶+白,ALL,WALMART,B,T4B,0.6214,0.2983,19.26,9.25,91,2.9355,-2.6372,0.8984,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505785_2,US 竖条纹美式铁木L桌 一件一箱 颜色->棕顶+黑,ALL,AMAZON,C,T4B,1.6000,0.7680,49.60,23.81,156,5.0323,-4.2643,0.8474,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505785_2,US 竖条纹美式铁木L桌 一件一箱 颜色->棕顶+黑,ALL,UNKNOWN,C,T4B,0.1500,0.0720,4.65,2.23,28,0.9032,-0.8312,0.9203,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505785_2,US 竖条纹美式铁木L桌 一件一箱 颜色->棕顶+黑,ALL,WALMART,C,T4B,0.4643,0.2229,14.39,6.91,46,1.4839,-1.2610,0.8498,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505785_3,US 竖条纹美式铁木L桌 一件一箱 颜色->浅灰色+黑管,ALL,AMAZON,C,T4B,1.7571,0.8434,54.47,26.15,102,3.2903,-2.4469,0.7437,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505785_3,US 竖条纹美式铁木L桌 一件一箱 颜色->浅灰色+黑管,ALL,WALMART,C,T4B,0.2071,0.0994,6.42,3.08,29,0.9355,-0.8361,0.8937,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505786_3,US SR RWN-01 3抽床头柜 美规插排辐射松贴水曲柳实木皮油漆 一件一箱 颜色->棕色,ALL,AMAZON,C,T4B,0.5643,0.2709,17.49,8.40,50,1.6129,-1.3420,0.8320,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505787_3,US SR RWN-02 2抽1空格床头柜 美规插排辐射松贴水曲柳实木皮油漆 一件一箱 颜色->棕色,ALL,AMAZON,C,T4B,0.5643,0.2709,17.49,8.40,44,1.4194,-1.1485,0.8091,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505790_1,"UK KM BF-TG02 铁木软包大床头拐角床 双包装 尺码->L,135*190 亚麻-灰",ALL,AMAZON,C,T4B,0.7857,0.3771,24.36,11.69,39,1.2581,-0.8810,0.7003,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505796_1,US 板材亚克力角落高桌 一件一箱 颜色->棕+白,ALL,AMAZON,C,T4B,1.2214,0.5863,37.86,18.18,0,0.0000,0.5863,,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505796_2,US 板材亚克力角落高桌 一件一箱 颜色->黑麻,ALL,AMAZON,C,T4B,1.1786,0.5657,36.54,17.54,3,0.0968,0.4689,4.8456,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505801_1,"US ER BF-TM04 美国6抽儿童床带书桌 一件一箱 颜色->#1,黑色",ALL,AMAZON,C,T4B,0.2643,0.1269,8.19,3.93,26,0.8387,-0.7118,0.8487,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505801_2,"US ER BF-TM04 美国6抽儿童床带书桌 一件一箱 颜色->#2,白色",ALL,AMAZON,C,T4B,0.1500,0.0720,4.65,2.23,5,0.1613,-0.0893,0.5536,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505801_3,"US ER BF-TM04 美国6抽儿童床带书桌 一件一箱 颜色->#3,粉色",ALL,AMAZON,C,T4B,0.2143,0.1029,6.64,3.19,10,0.3226,-0.2197,0.6810,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505805_3,US YSY-695款 F尺寸上床下桌10抽U形桌面带灯带插排 一件两箱 颜色->灰色,ALL,AMAZON,D,T4B,0.6071,0.2914,18.82,9.03,51,1.6452,-1.3538,0.8229,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505806_1,US 1.4米升降桌 一件两箱  颜色->主体白+顶板棕,ALL,AMAZON,C,T4B,2.5000,1.2000,77.50,37.20,318,10.2581,-9.0581,0.8830,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505806_1_WF,US 1.4米升降桌 一件两箱  颜色->主体白+顶板棕,ALL,UNKNOWN,C,T4B,0.5643,0.2709,17.49,8.40,56,1.8065,-1.5356,0.8500,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505806_2,US 1.4米升降桌 一件两箱  颜色->主体黑+顶板棕,ALL,AMAZON,B,T4B,4.6429,2.2286,143.93,69.09,364,11.7419,-9.5133,0.8102,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505806_2_WF,US 1.4米升降桌 一件两箱  颜色->主体黑+顶板棕,ALL,UNKNOWN,C,T4B,0.4286,0.2057,13.29,6.38,28,0.9032,-0.6975,0.7723,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505825_1,US DC 铁木床 BCR-01 圆角软包翻门款- 2376G  白色  F 一件两箱,ALL,AMAZON,D,T4B,0.1786,0.0857,5.54,2.66,35,1.1290,-1.0433,0.9241,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505825_2,US DC 铁木床 BCR-01 圆角软包翻门款- 2376G  白色 Q  一件两箱,ALL,AMAZON,C,T4B,0.1929,0.0926,5.98,2.87,26,0.8387,-0.7461,0.8896,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505844_2,US UA BD-WD 带屋顶T尺寸儿童床 一件一箱  颜色->白色,ALL,AMAZON,C,T4B,0.4286,0.2057,13.29,6.38,27,0.8710,-0.6653,0.7638,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505844_3,US UA BD-WD 带屋顶T尺寸儿童床 一件一箱  颜色->黑色,ALL,AMAZON,C,T4B,0.5214,0.2503,16.16,7.76,72,2.3226,-2.0723,0.8922,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505845_2,"US ER BF-TM05 美国6抽儿童床造型款一件一箱 颜色->#3,粉色",ALL,AMAZON,C,T4B,0.2643,0.1269,8.19,3.93,38,1.2258,-1.0989,0.8965,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505848_1,US YSY-696款 T尺寸上下铺4抽长桌面带灯带插排 一件两箱 颜色->黑色,ALL,AMAZON,C,T4B,0.7000,0.3360,21.70,10.42,92,2.9677,-2.6317,0.8868,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505848_2,US YSY-696款 T尺寸上下铺4抽长桌面带灯带插排 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,0.3357,0.1611,10.41,4.99,35,1.1290,-0.9679,0.8573,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505852_1,US RL-R170款上T下F上下铺4抽长桌面带灯带排插 一件两箱 颜色->黑色,ALL,AMAZON,C,T4B,0.3857,0.1851,11.96,5.74,28,0.9032,-0.7181,0.7951,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505852_2,US RL-R170款上T下F上下铺4抽长桌面带灯带排插 一件两箱 颜色->白色,ALL,AMAZON,D,T4B,0.2786,0.1337,8.64,4.14,35,1.1290,-0.9953,0.8816,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505853_1,US RL-R170款上T下T上下铺4抽长桌面带灯带排插 一件两箱 颜色->黑色,ALL,AMAZON,C,T4B,0.1643,0.0789,5.09,2.45,20,0.6452,-0.5663,0.8777,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505879_1,US 吸塑竖条升降可直排L桌 一件两箱 颜色->261833-14咖啡胡桃零度,ALL,AMAZON,C,T4B,1.3786,0.6617,42.74,20.51,74,2.3871,-1.7254,0.7228,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505879_2,US 吸塑竖条升降可直排L桌 一件两箱 颜色->黑麻,ALL,AMAZON,C,T4B,1.0500,0.5040,32.55,15.62,79,2.5484,-2.0444,0.8022,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505879_3,US 吸塑竖条升降可直排L桌 一件两箱 颜色->原木色,ALL,AMAZON,C,T4B,0.9071,0.4354,28.12,13.50,89,2.8710,-2.4356,0.8483,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505885_1,US SD 2.5米美式双人升降桌 一件两箱 颜色->棕+白,ALL,AMAZON,D,T4B,0.5643,0.2709,17.49,8.40,84,2.7097,-2.4388,0.9000,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505885_2,US SD 2.5米美式双人升降桌 一件两箱 颜色->棕+黑,ALL,AMAZON,C,T4B,0.4071,0.1954,12.62,6.06,72,2.3226,-2.1272,0.9159,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505885_3,US SD 2.5米美式双人升降桌 一件两箱 颜色->棕色,ALL,AMAZON,D,T4B,0.2786,0.1337,8.64,4.14,40,1.2903,-1.1566,0.8964,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505936_1,"UK KM  BF RY02 床头拼板液压床 双包 尺码->XL,135*190;颜色->白色,亚麻-白",ALL,AMAZON,C,T4B,0.0929,0.0446,2.88,1.38,22,0.7097,-0.6651,0.9372,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505936_2,"UK KM  BF RY02 床头拼板液压床 双包 尺码->XL,135*190;颜色->灰色,亚麻-灰",ALL,AMAZON,C,T4B,0.6857,0.3291,21.26,10.20,34,1.0968,-0.7677,0.6999,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000013_1,"US AE 书柜（Vietnam）2抽屉板材带双灯 加高款 颜色->#3,灰木纹色麻面",ALL,AMAZON,B,T3,7.0264,6.6179,217.82,205.15,147,4.7419,1.8760,0.3956,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000013_1,"US AE 书柜（Vietnam）2抽屉板材带双灯 加高款 颜色->#3,灰木纹色麻面",ALL,UNKNOWN,B,T4B,0.6824,0.3669,21.15,11.37,17,0.5484,-0.1815,0.3309,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000013_1,"US AE 书柜（Vietnam）2抽屉板材带双灯 加高款 颜色->#3,灰木纹色麻面",ALL,WALMART,B,T4B,0.4234,0.1727,13.13,5.35,7,0.2258,-0.0531,0.2352,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000013_2,"US AE 书柜（Vietnam）2抽屉板材带双灯 加高款 颜色->#1,白色麻面",ALL,AMAZON,C,T3,4.2016,4.4117,130.25,136.76,213,6.8710,-2.4593,0.3579,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000013_2,"US AE 书柜（Vietnam）2抽屉板材带双灯 加高款 颜色->#1,白色麻面",ALL,TEMU,C,T4B,0.5350,0.2568,16.59,7.96,19,0.6129,-0.3561,0.5810,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000013_2,"US AE 书柜（Vietnam）2抽屉板材带双灯 加高款 颜色->#1,白色麻面",ALL,TIKTOK,C,T4B,1.0451,0.5618,32.40,17.42,105,3.3871,-2.8253,0.8341,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000013_2,"US AE 书柜（Vietnam）2抽屉板材带双灯 加高款 颜色->#1,白色麻面",ALL,UNKNOWN,C,T4B,0.3936,0.1889,12.20,5.86,19,0.6129,-0.4240,0.6918,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000013_3,"US AE 书柜（Vietnam）2抽屉板材带双灯 加高款 颜色->#2,黑色麻面",ALL,AMAZON,A,T2,14.5158,10.5197,449.99,326.11,291,9.3871,1.1326,0.1207,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000013_3,"US AE 书柜（Vietnam）2抽屉板材带双灯 加高款 颜色->#2,黑色麻面",ALL,TEMU,A,T4B,1.2120,0.5818,37.57,18.04,5,0.1613,0.4205,2.6072,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000013_3,"US AE 书柜（Vietnam）2抽屉板材带双灯 加高款 颜色->#2,黑色麻面",ALL,WALMART,A,T4B,1.5311,0.7349,47.46,22.78,15,0.4839,0.2510,0.5188,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000013_4,US AE 书柜（Vietnam）2抽屉板材带双灯 加高款 颜色->#4,ALL,AMAZON,C,T4B,1.6725,0.6824,51.85,21.15,48,1.5484,-0.8660,0.5593,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000013_4,US AE 书柜（Vietnam）2抽屉板材带双灯 加高款 颜色->#4,ALL,TEMU,C,T4B,0.4853,0.2329,15.04,7.22,6,0.1935,0.0394,0.2033,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000014_1,"US AE 书柜(Vietnam) 3抽屉 带插排小台款（大款）加RGB灯带 颜色->#3,灰木纹色麻面",ALL,UNKNOWN,C,T4B,0.5298,0.2848,16.42,8.83,38,1.2258,-0.9410,0.7677,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000014_1,"US AE 书柜(Vietnam) 3抽屉 带插排小台款（大款）加RGB灯带 颜色->#3,灰木纹色麻面",ALL,WALMART,C,T4B,1.1292,0.5745,35.01,17.81,58,1.8710,-1.2965,0.6929,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000014_2,"US AE 书柜(Vietnam) 3抽屉 带插排小台款（大款）加RGB灯带 颜色->#1,白色麻面",ALL,UNKNOWN,C,T4B,0.7479,0.3590,23.18,11.13,42,1.3548,-0.9958,0.7350,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000014_2,"US AE 书柜(Vietnam) 3抽屉 带插排小台款（大款）加RGB灯带 颜色->#1,白色麻面",ALL,WALMART,C,T4B,0.7542,0.4055,23.38,12.57,28,0.9032,-0.4977,0.5511,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000014_3,"US AE 书柜(Vietnam) 3抽屉 带插排小台款（大款）加RGB灯带 颜色->#2,黑色麻面",ALL,TEMU,C,T4B,1.1195,0.4568,34.70,14.16,36,1.1613,-0.7045,0.6066,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000014_3,"US AE 书柜(Vietnam) 3抽屉 带插排小台款（大款）加RGB灯带 颜色->#2,黑色麻面",ALL,UNKNOWN,C,T4B,0.8285,0.4215,25.68,13.07,53,1.7097,-1.2882,0.7535,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000014_3,"US AE 书柜(Vietnam) 3抽屉 带插排小台款（大款）加RGB灯带 颜色->#2,黑色麻面",ALL,WALMART,C,T4B,1.9354,0.7896,60.00,24.48,68,2.1935,-1.4039,0.6400,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000014_4,US AE 书柜(Vietnam) 3抽屉 带插排小台款（大款）加RGB灯带 颜色->#4,ALL,UNKNOWN,C,T4B,0.2286,0.1097,7.09,3.40,14,0.4516,-0.3419,0.7571,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000014_4,US AE 书柜(Vietnam) 3抽屉 带插排小台款（大款）加RGB灯带 颜色->#4,ALL,WALMART,C,T4B,0.5833,0.2800,18.08,8.68,41,1.3226,-1.0426,0.7883,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000018_1,US  2米飞机桌带两抽   一件一箱  颜色->白色碳钎维,ALL,AMAZON,C,T4B,1.0755,0.5162,33.34,16.00,0,0.0000,0.5162,,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000018_1,US  2米飞机桌带两抽   一件一箱  颜色->白色碳钎维,ALL,TEMU,C,T4B,0.2425,0.1234,7.52,3.83,0,0.0000,0.1234,,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000018_2,US  2米飞机桌带两抽   一件一箱  颜色->黑色碳钎维,ALL,AMAZON,B,T3,5.7171,6.0030,177.23,186.09,27,0.8710,5.1320,5.8923,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000018_2,US  2米飞机桌带两抽   一件一箱  颜色->黑色碳钎维,ALL,TEMU,B,T4B,0.9955,0.5352,30.86,16.59,0,0.0000,0.5352,,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000018_2,US  2米飞机桌带两抽   一件一箱  颜色->黑色碳钎维,ALL,TIKTOK,B,T4B,0.6319,0.3215,19.59,9.97,0,0.0000,0.3215,,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000018_3,US  2米飞机桌带两抽   一件一箱  颜色->黑色碳钎维板+红色PVC封边,ALL,AMAZON,C,T4B,1.5658,0.6388,48.54,19.80,0,0.0000,0.6388,,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000018_3,US  2米飞机桌带两抽   一件一箱  颜色->黑色碳钎维板+红色PVC封边,ALL,TEMU,C,T4B,0.3614,0.1735,11.20,5.38,0,0.0000,0.1735,,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000025_1,"US AE 书柜 NT26 四抽小台款含插排一件一箱 颜色->#3,灰木纹色",ALL,AMAZON,C,T4A,3.5176,1.3873,109.05,43.01,85,2.7419,-1.3546,0.4940,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000025_2,"US AE 书柜 NT26 四抽小台款含插排一件一箱 颜色->#1,黑色",ALL,AMAZON,C,T3,3.9331,3.6522,121.93,113.22,106,3.4194,0.2328,0.0681,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000025_3,"US AE 书柜 NT26 四抽小台款含插排一件一箱 颜色->#2,白色",ALL,UNKNOWN,C,T4B,0.5525,0.2254,17.13,6.99,49,1.5806,-1.3552,0.8574,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000038_1,US SD 1.8米游戏桌 一件一箱 颜色->白色,ALL,AMAZON,C,T4A,2.2279,1.0337,69.06,32.04,114,3.6774,-2.6437,0.7189,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000038_2,US SD 1.8米游戏桌 一件一箱 颜色->黑色,ALL,AMAZON,C,T3,5.8163,5.4690,180.31,169.54,139,4.4839,0.9851,0.2197,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000039_1,US SD 圆弧面转角高桌 一件一箱 颜色->白色,ALL,UNKNOWN,C,T4B,0.4396,0.2363,13.63,7.33,17,0.5484,-0.3121,0.5691,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000039_2,US SD 圆弧面转角高桌 一件一箱 颜色->黑色,ALL,AMAZON,C,T4A,2.7383,1.2706,84.89,39.39,115,3.7097,-2.4391,0.6575,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000039_2,US SD 圆弧面转角高桌 一件一箱 颜色->黑色,ALL,UNKNOWN,C,T4B,0.7221,0.3466,22.39,10.74,20,0.6452,-0.2986,0.4628,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000039_3,US SD 圆弧面转角高桌 一件一箱 颜色->火烧云,ALL,AMAZON,C,T3,4.1483,3.9698,128.60,123.06,120,3.8710,0.0988,0.0255,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000039_3,US SD 圆弧面转角高桌 一件一箱 颜色->火烧云,ALL,UNKNOWN,C,T4B,1.0516,0.5048,32.60,15.65,45,1.4516,-0.9468,0.6522,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJVN000040_2,"US AE 书柜 NT27 抽屉2个+空格 2件1箱小麻点款 二件一箱 颜色->#1,黑色小麻点",ALL,UNKNOWN,D,T4B,1.5025,0.7212,46.58,22.36,0,0.0000,0.7212,,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
