SKU编码,SKU名称,站点,平台,ABCD类,分层,混合水平月销量,系统预测月销量,实际月销量,偏差数量,偏差率,绝对偏差率APE
DJ505262_1,US VD 高架床 L形上下铺 侧边5层布抽 T 一件两箱 颜色->白色,ALL,UNKNOWN,C,T4B,23.05,12.39,33,-20.61,-0.6245,0.6245
DJ505461_2,US DC 高架床 LLB-02 YL 树屋款低阁楼床 T尺寸  一件两箱 颜色->白色,ALL,UNKNOWN,B,T4B,48.29,25.96,33,-7.04,-0.2134,0.2134
DJ505487_2,"UK KM BF-TR01 基础款铁木床头软包床 尺码->L,135*190;颜色->灰色,灰色+复古色",ALL,AMAZON,C,T4B,35.92,19.31,33,-13.69,-0.4148,0.4148
DJ505532_2,US 1.4米单人6抽升降桌 一件两箱 颜色->棕色+黑色,ALL,AMAZON,B,T4B,191.60,103.01,33,70.01,2.1214,2.1214
DJ505579_2,US 八抽上床下桌带洞洞板  一件两箱  颜色->白色,ALL,TEMU,B,T4B,21.89,11.14,33,-21.86,-0.6626,0.6626
DJ505642_1,EU AG气杆床 绒布 立耳简约款1.4*2m 1灯带 欧标排插3U1T 一件两箱 颜色->米白,ALL,AMAZON,C,T4B,10.85,5.21,33,-27.79,-0.8422,0.8422
DJ505658_4,US SD 1.7米五抽单人桌  一件一箱   颜色->989-3灰色,ALL,AMAZON,D,T4B,7.97,3.83,33,-29.17,-0.8841,0.8841
DJ505668_2,US SD L桌带文件抽桌面宽470mm  颜色->黑色,ALL,TEMU,B,T4B,14.61,7.02,33,-25.98,-0.7874,0.7874
DJ505740_3,US 80cmX字谷仓门板材文件柜 一件一箱 颜色->YB-M941棕,ALL,AMAZON,C,T4B,17.49,8.40,33,-24.60,-0.7455,0.7455
DJ505761_1,US DC 地板床 FBI-02  HQ 树屋侧边储物 Twin  一件一箱 颜色->黑色,ALL,AMAZON,D,T4B,6.20,2.98,33,-30.02,-0.9098,0.9098
DJ505784_1,US VD 高架床 L形上下铺 双书桌 T 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,8.19,3.93,33,-29.07,-0.8808,0.8808
DJVN000057_3,US SD 1.4米单人X字三抽电脑桌 一件一箱 颜色->象牙灰,ALL,WALMART,C,T4B,18.79,9.02,33,-23.98,-0.7267,0.7267
DJVN000116_1,"US QZ 30寸洗手台，两门三抽，一件一箱 ,白水曲柳",ALL,AMAZON,D,T4B,49.00,26.34,33,-6.66,-0.2017,0.2017
SKDJ503451_2,"EU KM 铁木带布抽升降可展开咖啡桌 一件一箱 颜色->灰色,浅灰色",ALL,TIKTOK,C,T4B,10.01,4.80,33,-28.20,-0.8545,0.8545
100102903,US TA 1.5米口子农舍推拉零食柜 一件两箱 颜色->黑+棕,ALL,AMAZON,D,T4B,24.58,11.80,32,-20.20,-0.6313,0.6313
DJ503385_1,US 床T-B208Q软包全拆弧形床头悬浮含插盘灯带153*203 颜色麻布深灰,ALL,UNKNOWN,B,T4B,28.04,14.27,32,-17.73,-0.5542,0.5542
DJ503450_3,EU KM 板式L型桌腿升降可展开咖啡桌 颜色->灰色,ALL,AMAZON,C,T4B,39.45,18.94,32,-13.06,-0.4082,0.4082
DJ503900_2,US 床T-B704F前后围栏含插盘灯带137*190 颜色2024-17粉色绒布+白色铁,ALL,UNKNOWN,B,T4B,29.96,16.10,32,-15.90,-0.4967,0.4967
DJ503901_2,"US 床T-B704T前后围栏含插盘灯带99*190 颜色,2024-17粉色绒布+白色铁",ALL,TIKTOK,B,T4B,24.22,9.88,32,-22.12,-0.6913,0.6913
DJ504019_2,US TA 100*80双抽谷仓门升降咖啡桌 一件一箱 颜色->黑+棕,ALL,UNKNOWN,B,T4B,22.47,10.78,32,-21.22,-0.6630,0.6630
DJ504477_1,US 床T-B737F拱形中间翻门水晶扣围栏含插盘灯带137*190 颜色白铁+粉色绒布+白板+白脚,ALL,UNKNOWN,C,T4B,10.39,5.28,32,-26.72,-0.8349,0.8349
DJ504519,EU BW 沙发凳折叠床 10cm厚床垫*3 90*200 颜色黑色 一件一箱,ALL,AMAZON,C,T4B,32.27,15.49,32,-16.51,-0.5159,0.5159
DJ504873_1,US UA SB--CC01 150cm长款带除臭换鞋凳 一个一箱 颜色-麻面白+灰色软包 颜色->白色,ALL,UNKNOWN,C,T4B,9.15,4.92,32,-27.08,-0.8464,0.8464
DJ504978_2,US R123款 5抽帐篷低阁楼床 带2条灯带床头置物袋 颜色->黑色,ALL,AMAZON,B,T3,97.89,99.75,32,67.75,2.1173,2.1173
DJ505161_2,US R132款 侧梯7抽帐篷低阁楼床带2条灯带床头置物袋 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,40.71,19.54,32,-12.46,-0.3894,0.3894
DJ505241_2,US 床BJS-101T落地三床屋顶床 99*190+99*230一件两箱白铁+白板+白布,ALL,AMAZON,C,T4B,28.05,13.47,32,-18.53,-0.5792,0.5792
DJ505244_2,US UA DK-SR01 现代板式双人电脑桌 一件两箱 颜色->黑色,ALL,UNKNOWN,C,T4B,20.56,11.05,32,-20.95,-0.6546,0.6546
DJ505252_2,"US TS12 中世纪现代风两门加高电视柜带排插灯带，一件一箱 颜色->#2,原木色",ALL,AMAZON,D,T4B,8.81,4.48,32,-27.52,-0.8600,0.8600
DJ505305_3,US 床YLS-017上F下F床4抽办公桌含插盘灯带一件两箱黑铁+灰木纹板+黑色PU抽面,ALL,UNKNOWN,A,T4B,31.15,16.75,32,-15.25,-0.4766,0.4766
DJ505313_4,EU DC软包床 140x200 BCR-01下翻门+灯带+插排HQ611白色麻面+原木 一件两箱,ALL,AMAZON,C,T4B,13.51,6.48,32,-25.52,-0.7974,0.7974
DJ505313_5,EU DC软包床 160x200 BCR-01下翻门+灯带+插排HQ611白色麻面+原木 一件两箱,ALL,AMAZON,C,T4B,22.14,10.63,32,-21.37,-0.6678,0.6678
DJ505325_2,US 床GSI-006F带储物柜上床下桌床含灯带插盘137*190一件两箱白铁+白麻板,ALL,AMAZON,D,T4B,16.83,8.56,32,-23.44,-0.7324,0.7324
DJ505329_1,"US ER DK-TM01 双侧储物行政电脑桌 一件两箱 颜色->#1,胡桃木色+黑麻",ALL,UNKNOWN,D,T4B,10.15,5.46,32,-26.54,-0.8295,0.8295
DJ505428_2,EU BW 软包折叠储物气动床BQQ-03 ZY 95款 灰色 一件两箱140*190,ALL,AMAZON,C,T4B,7.53,3.61,32,-28.39,-0.8870,0.8870
DJ505554_1,US YSY-694款 T尺寸14抽上床下桌带排插灯带 一件两箱 颜色->火烧云,ALL,AMAZON,D,T4B,23.27,11.84,32,-20.16,-0.6300,0.6300
DJ505576_3,US SD 1.52米单门高桌 一件一箱  颜色->白麻,ALL,AMAZON,C,T4B,56.97,30.63,32,-1.37,-0.0428,0.0428
DJ505644_1,US DC 铁木床 BFX-01 床头床尾含灯带床头翻门置物GS 黑色麻面 F 一件一箱,ALL,AMAZON,D,T4B,9.52,4.57,32,-27.43,-0.8572,0.8572
DJ505742_1,US AG 高搁架6布抽角落床 F 一件一箱 颜色->火烧云,ALL,AMAZON,C,T4B,19.26,9.25,32,-22.75,-0.7110,0.7110
DJ505764_1,EU BW SCQL-03鞋柜4翻盖8隔板+冷轧钢翻转  黑色 一件一箱,ALL,AMAZON,C,T4B,15.94,7.65,32,-24.35,-0.7608,0.7608
DJVN000063_2,US WIN 三抽一层板接待桌 一件一箱 颜色->山纹黑色（DS6607）,ALL,AMAZON,C,T4B,53.09,28.54,32,-3.46,-0.1081,0.1081
SFDJ505012_1,US 1.8m亚克力展示书柜 一件一箱 颜色->黑麻,ALL,TIKTOK,D,T4B,12.43,6.68,32,-25.32,-0.7911,0.7911
DJ503518_2_WF,US SD 美式L桌四抽带柜门  一件两箱 颜色->灰色,ALL,UNKNOWN,C,T4B,57.06,30.67,31,-0.33,-0.0105,0.0105
DJ504024_3,US 1.2米四抽L桌  一件一箱 颜色->白色,ALL,UNKNOWN,C,T4B,21.77,11.08,31,-19.92,-0.6427,0.6427
DJ504027_5,EU DC 悬浮床BXF-01L 铁管全拆装无床头-93款 HQ 黑色 160*200 一件一箱,ALL,AMAZON,C,T4B,66.83,34.00,31,3.00,0.0969,0.0969
DJ504258_2,"US BF 书架  BC04 8抽7层双列书架（不可转角） 颜色->#1,火烧云",ALL,AMAZON,C,T4B,97.48,39.77,31,8.77,0.2829,0.2829
DJ504287_2,US TA 1.2米4抽2玻璃门铁木厨房置物架 一件一箱 颜色->黑色,ALL,AMAZON,C,T4B,47.94,19.56,31,-11.44,-0.3690,0.3690
DJ504348_2,"US 床RL-76T低阁楼床下8抽4空格含灯带99*190 颜色->#20,黑色铁+浅咖色抽面",ALL,TIKTOK,B,T4B,5.98,2.87,31,-28.13,-0.9074,0.9074
DJ504403,US HS 梳妆台 MFL-VDNF-05 农舍风吊轨门 三抽二门 好莱坞灯串 一件一箱,ALL,UNKNOWN,C,T4B,22.85,10.97,31,-20.03,-0.6462,0.6462
DJ504824_3,US 3抽农舍风竖条文件柜 一件一箱 颜色->灰色,ALL,AMAZON,C,T4B,25.47,12.22,31,-18.78,-0.6057,0.6057
DJ504888_3,US SD L桌X字升降桌带文件柜  一件两箱 颜色->原木+白色,ALL,UNKNOWN,C,T4B,5.60,3.01,31,-27.99,-0.9028,0.9028
DJ505119_1,US 1.5米两抽带亚克力门文件柜 一件两箱 颜色->黑色,ALL,UNKNOWN,C,T4B,26.90,13.68,31,-17.32,-0.5586,0.5586
DJ505298_1,US AG 火烧云PU软包 抽屉床 F 一件两箱 颜色->黑色,ALL,UNKNOWN,C,T4B,66.70,32.02,31,1.02,0.0328,0.0328
DJ505399_2,US AG 双柜门翻盖板式床 侧边4抽 铝槽灯带+排插 F款 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,17.87,8.58,31,-22.42,-0.7233,0.7233
DJ505447_2,"US AG 斜百叶抽面板式抽屉床 加翻盖 Q 一件两箱 尺码->#2,浅榨木色",ALL,AMAZON,C,T4B,18.82,9.03,31,-21.97,-0.7086,0.7086
DJ505540_2,UK VD 角落气杆软包床 2层置物 床垫135*190cm 一件两箱 颜色->米白色,ALL,AMAZON,C,T4B,3.76,1.81,31,-29.19,-0.9417,0.9417
DJ505597_2,EU AG JYH234 棉麻软包气杆床 尼罗橡木板 掀盖靠背 双灯带 140*200cm 一件两箱 颜色->米白,ALL,AMAZON,C,T4B,10.85,5.21,31,-25.79,-0.8320,0.8320
DJ505615_2,"EU KM BF GY02 靠背储物液压床 尺码->L,140*190;颜色->灰色,亚麻灰",ALL,AMAZON,C,T4B,10.63,5.10,31,-25.90,-0.8354,0.8354
DJVN000097_1,"US WIN 独立柜马桶架 一件一箱 颜色->#2,浮雕大山纹白",ALL,AMAZON,D,T4B,39.45,18.93,31,-12.07,-0.3892,0.3892
DJ502552_1,US TP 书桌 2小3大抽屉3折1大2小方镜 带插排 USB灯泡串（拆装） 颜色->白色,ALL,AMAZON,C,T4B,34.63,14.13,30,-15.87,-0.5290,0.5290
DJ503212,EU  DC 德标LED金属镜柜铰链拆装三开门100 白色 一件一箱,ALL,AMAZON,C,T4B,36.85,15.04,30,-14.97,-0.4988,0.4988
DJ503514_1,EU MS 猫爬架3顶窝585增配版 一件一箱 颜色->米白,ALL,AMAZON,C,T4B,31.07,15.81,30,-14.19,-0.4731,0.4731
DJ503553_3,EU MS 猫爬架 909增配款 一件一箱 颜色->浅灰色,ALL,AMAZON,C,T4B,58.18,26.35,30,-3.65,-0.1217,0.1217
DJ503733_2,US DC 铁木床 CBF-01L 方管软包角落床带抽篮-112 TXL 一件一箱,ALL,TIKTOK,B,T4B,15.75,7.56,30,-22.44,-0.7481,0.7481
DJ503841_1,US AG 金属圆脚书桌 三色好莱坞灯泡 右侧分格收纳+玻璃柜门 颜色->白色,ALL,UNKNOWN,C,T4B,15.21,8.17,30,-21.83,-0.7275,0.7275
DJ504318_2,US 床T-B732T带屋顶软包床带护边含插盘灯带99*190 颜色粉色绒布+白色铁,ALL,UNKNOWN,A,T4B,14.88,8.00,30,-22.00,-0.7334,0.7334
DJ504660_2,US DC 高架床 TB-01  YL 床尾二抽 三T床上桌款 一件两箱 颜色->白色,ALL,UNKNOWN,C,T4B,13.32,7.16,30,-22.84,-0.7613,0.7613
DJ504742_3,US SD L桌带抽屉六抽款 一件一箱 颜色->989-3灰色,ALL,AMAZON,C,T4A,79.92,37.08,30,7.08,0.2361,0.2361
DJ504792_6,EU BW 软包气动床BQQ-01 HQ 608 灰色 一件两箱 180*200,ALL,AMAZON,C,T4B,57.71,31.02,30,1.02,0.0342,0.0342
DJ504950_2,US ER BF-TM02 八抽单层儿童床 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,19.18,9.76,30,-20.24,-0.6747,0.6747
DJ505027_1,EU AG 6布抽角落床 90*200 一件两箱 颜色->火烧云,ALL,AMAZON,C,T4B,23.15,11.11,30,-18.89,-0.6297,0.6297
DJ505062_1,US SD 1.2米翻转升降桌 一件一箱 颜色->火烧云,ALL,WALMART,C,T4B,8.92,4.80,30,-25.20,-0.8400,0.8400
DJ505176_4,US AG 6布抽2小翻盖角落床 T 一件一箱 颜色->粉色,ALL,UNKNOWN,B,T4B,11.45,6.15,30,-23.85,-0.7949,0.7949
DJ505200_3,"US HA 书桌 VT11 8抽波浪纹大款梳妆台玻璃柜+七彩流光灯+插座 一件两箱A/B 颜色->#3,黑色大浮雕",ALL,UNKNOWN,B,T4B,9.74,4.68,30,-25.32,-0.8441,0.8441
DJ505212_1,US DC 铁木床 CBF-08改 铁木储物带尾桌 154 T款 一件两箱  颜色->黑色,ALL,WALMART,A,T4B,16.67,8.00,30,-22.00,-0.7332,0.7332
DJ505241_1,"US 床BJS-101T落地三床屋顶床 99*190+99*230一件两箱,黑铁+黑板+深灰布",ALL,AMAZON,C,T4B,22.57,9.21,30,-20.79,-0.6931,0.6931
DJ505242_4,US 床GJ-014T屋顶低阁楼床8布抽+空格含灯带一件一箱粉铁+粉色麻板,ALL,UNKNOWN,B,T4B,19.42,10.44,30,-19.56,-0.6521,0.6521
DJ505246_6,"US UA DK-XZ04 双拼色行政电脑桌一件两箱 颜色->#6,金边胡桃（原4071 新洞洞板）",ALL,UNKNOWN,C,T4B,21.45,10.91,30,-19.09,-0.6363,0.6363
DJ505277_1,US 床T-B259T床头翻开气压杆波浪含插盘灯带床99*190 颜色黑色pu,ALL,UNKNOWN,C,T4B,10.43,5.60,30,-24.40,-0.8132,0.8132
DJ505328_2,US DC 矮高架床 LBB-02 BD163 树屋+短桌+层架双床 双T 白色 一件一箱,ALL,AMAZON,C,T4B,12.02,6.46,30,-23.54,-0.7846,0.7846
DJ505400_2,US AG 双柜门翻盖板式床 侧边4抽 铝槽灯带+排插 Q款 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,21.73,10.43,30,-19.57,-0.6523,0.6523
DJ505481_2,US AG 柜门翻盖四抽书架床 Q 一件两箱 颜色->灰色,ALL,AMAZON,C,T4B,26.28,14.13,30,-15.87,-0.5290,0.5290
DJ505497_2,EU AG 布抽软包靠背角落床 90*190 一件两箱 颜色->白色,ALL,AMAZON,D,T4B,24.14,11.58,30,-18.42,-0.6138,0.6138
DJ505539_2,UK VD 角落气杆软包床 2层置物 床垫90*190cm 一件两箱 颜色->米白,ALL,AMAZON,C,T4B,8.19,3.93,30,-26.07,-0.8689,0.8689
DJ505581_3,EU BW铁木软包床LIWS-01 HQ  122款 粉色 一件一箱 120*200,ALL,AMAZON,C,T4B,3.99,1.91,30,-28.09,-0.9362,0.9362
DJ505605_2,"EU KM BF-TG02 铁木软包大床头拐角床 双包装 尺码->M,90*200;颜色->灰色,亚麻-灰",ALL,AMAZON,C,T4B,18.38,8.82,30,-21.18,-0.7059,0.7059
DJ505649_3,US DC 铁木床 CBF-04L 方管铁木角落床带抽 128 白色 F  一件一箱,ALL,AMAZON,C,T4B,17.27,8.29,30,-21.71,-0.7237,0.7237
DJ502890_3,US SD L桌带洞洞铁皮带排插  一件一箱 颜色->黑色,ALL,TIKTOK,B,T4B,12.45,5.97,29,-23.03,-0.7940,0.7940
DJ503553_1,EU MS 猫爬架 909增配款 一件一箱 颜色->米白,ALL,AMAZON,C,T4B,22.07,11.87,29,-17.13,-0.5908,0.5908
DJ504106_3,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*1.9m 一件一箱 颜色->米白,ALL,AMAZON,C,T4B,25.09,10.24,29,-18.76,-0.6470,0.6470
DJ504285_1,US TS05 五抽悬浮电视柜带电视支架 颜色->黑色,ALL,UNKNOWN,B,T4B,39.99,20.35,29,-8.65,-0.2983,0.2983
DJ504379_1,"EU KM 板式餐边柜大款三抽谷仓门 两箱一件 颜色->白色,麻面白",ALL,AMAZON,C,T4B,36.45,18.55,29,-10.45,-0.3604,0.3604
DJ504565_3,"US 床YL545 T板式5抽布抽床+集成书柜 灯带+插盘99*190 颜色->#3,黑板+黑铁",ALL,AMAZON,D,T4B,13.95,6.70,29,-22.30,-0.7691,0.7691
DJ504580_5,EU DC气动床BQD-01床头两层+灯带+插排HQ603白色麻面+原木色 一件两箱160*200,ALL,AMAZON,C,T4B,31.37,16.87,29,-12.13,-0.4184,0.4184
DJ504717_3,US 单人升降桌带竖条凹槽腿 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,11.16,6.00,29,-23.00,-0.7932,0.7932
DJ504991_3,US DC 铁木床 BFX-01 床头床尾含灯带床头翻门置物 黑色麻面 K一件一箱,ALL,AMAZON,C,T4B,45.94,18.74,29,-10.26,-0.3537,0.3537
DJ505012_2,US 1.8m亚克力展示书柜 一件一箱 颜色->白麻,ALL,AMAZON,C,T4B,34.75,16.68,29,-12.32,-0.4249,0.4249
DJ505028_2,EU AG 6布抽角落床 140*200 一件两箱 颜色->白色,ALL,AMAZON,B,T4A,60.61,28.12,29,-0.88,-0.0303,0.0303
DJ505070_1,EU AG JYH210 棉麻软包气杆床 靠背2档调节 双灯带 90*200cm 一件两箱 颜色->深灰色,ALL,AMAZON,C,T4B,56.07,26.91,29,-2.09,-0.0719,0.0719
DJ505088_1,EU AG 6布抽角落床 140*190 一件两箱 颜色->火烧云,ALL,AMAZON,C,T4B,25.26,13.58,29,-15.42,-0.5317,0.5317
DJ505174_2,"US UA DK-XZ03 L型铁木3抽弧形腿行政桌 一件两箱 颜色->#2,灰色",ALL,UNKNOWN,C,T4B,3.73,2.01,29,-26.99,-0.9308,0.9308
DJ505212_3,US DC 铁木床 CBF-08改 铁木储物带尾桌 154 T款 一件两箱  颜色->粉色,ALL,WALMART,B,T4B,19.38,9.30,29,-19.70,-0.6792,0.6792
DJ505477_1,US VD 低高架床 侧边步梯 渐变色9布抽 F 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,43.42,22.09,29,-6.91,-0.2383,0.2383
DJ505492_1,UK KM 板式镜柜LED 白色 一箱一个 颜色->白色,ALL,AMAZON,C,T4B,37.56,20.19,29,-8.81,-0.3038,0.3038
DJ505517_3,"UK BW 软包气动床BQQ-01 HQ 608 白色 一件两箱,150*200",ALL,AMAZON,C,T4B,33.44,16.05,29,-12.95,-0.4466,0.4466
DJ505605_3,"EU KM BF-TG02 铁木软包大床头拐角床 双包装 尺码->L,140*190;颜色->灰色,亚麻-灰",ALL,AMAZON,C,T4B,13.73,6.59,29,-22.41,-0.7727,0.7727
DJ505666_3,"EU KM BF-RG01 软包拐角液压床 双包装 尺码->M,90*200;颜色->灰色,亚麻灰",ALL,AMAZON,C,T4B,19.93,9.57,29,-19.43,-0.6701,0.6701
DJ505785_3,US 竖条纹美式铁木L桌 一件一箱 颜色->浅灰色+黑管,ALL,WALMART,C,T4B,6.42,3.08,29,-25.92,-0.8937,0.8937
DJ478945_1,"US TP 折叠餐桌 方形玄关桌  一件一箱  颜色->#1,栗木+铁灰",ALL,UNKNOWN,C,T4B,38.06,15.53,28,-12.47,-0.4454,0.4454
DJ503416_1,US PT 美式四抽侧边置物床Q  一件两箱 颜色->黑色PU,ALL,TIKTOK,B,T4B,18.23,8.75,28,-19.25,-0.6875,0.6875
DJ504411_1,US UA 悬浮款单列五层斗柜 一个一箱 颜色-->黑色 山纹黑,ALL,WALMART,C,T4B,14.56,6.99,28,-21.01,-0.7503,0.7503
DJ504693_2,UK AG JYH210A 棉麻软包气杆床 靠背2档调节 双灯带 150*200cm 一件两箱 颜色->米白,ALL,AMAZON,C,T4B,12.65,6.80,28,-21.20,-0.7570,0.7570
DJ504799_2,US VD 板式床 掀盖软包靠背 双灯带 4抽 K款 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,20.31,8.29,28,-19.71,-0.7040,0.7040
DJ505028_2,EU AG 6布抽角落床 140*200 一件两箱 颜色->白色,ALL,UNKNOWN,B,T4B,28.77,13.81,28,-14.19,-0.5068,0.5068
DJ505165_1,US GS03 7抽转角侧梯低阁楼床带灯带正面3空格储物 颜色->黑色,ALL,UNKNOWN,A,T4B,10.77,5.79,28,-22.21,-0.7933,0.7933
DJ505207_1,US 竖条纹吸塑错层板材L桌 一件两箱 颜色->原木色,ALL,UNKNOWN,C,T4B,41.61,16.98,28,-11.02,-0.3936,0.3936
DJ505260_1,US VD 板式床 推拉谷仓门 4抽 F款 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,29.40,14.96,28,-13.04,-0.4658,0.4658
DJ505276_2,"US 床T-B259F床头翻开气压杆波浪含插盘灯带床137*190一件两箱 颜色->#2,颜色TX-001米白绒布",ALL,UNKNOWN,C,T4B,24.60,12.51,28,-15.49,-0.5530,0.5530
DJ505296_1,US UA 大款门厅架带全身镜侧边储物柜 一件两箱 颜色->白色,ALL,UNKNOWN,C,T4B,19.32,10.39,28,-17.62,-0.6291,0.6291
DJ505300_3,US 床GJ-013T低阁楼双层储物6布抽床+空格含灯带一件一箱黑铁+黑色小浮雕,ALL,TIKTOK,A,T4B,11.94,6.42,28,-21.58,-0.7707,0.7707
DJ505451_3,"UK KM BF-CJ01 床头斜线绗缝 基础款软包床 单包 尺码->L,135*190;颜色->白色,PU-白",ALL,AMAZON,C,T4B,18.63,10.02,28,-17.98,-0.6422,0.6422
DJ505524_2,US UA BK-LMZ03 单拱门罗马柱书柜80cm 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,18.60,8.93,28,-19.07,-0.6811,0.6811
DJ505572_2,US DC 高架床 LB-11  YL   六抽门架款   一件两箱 颜色->白色,ALL,UNKNOWN,B,T4B,39.72,21.35,28,-6.65,-0.2374,0.2374
DJ505578_3,US 现代简约风移动柜行政桌 一件一箱 颜色->浅棕+白,ALL,AMAZON,C,T4B,13.95,6.70,28,-21.30,-0.7609,0.7609
DJ505636_2,US DC 高架床 BBC-03 YC 折线造型床头+短桌 上F下F  一件两箱 颜色->白色,ALL,AMAZON,C,T4B,18.38,8.82,28,-19.18,-0.6849,0.6849
DJ505648_1,US SD 1.2米悬浮升降咖啡桌 一件一箱  颜色->黑色高光,ALL,AMAZON,C,T4B,26.79,12.86,28,-15.14,-0.5406,0.5406
DJ505666_2,"EU KM BF-RG01 软包拐角液压床 双包装 尺码->M,90*200;颜色->白色,PU白",ALL,AMAZON,C,T4B,5.31,2.55,28,-25.45,-0.9089,0.9089
DJ505670_2,US SD L桌带抽屉六抽款 一件一箱 颜色->白色,ALL,AMAZON,D,T4B,3.54,1.70,28,-26.30,-0.9392,0.9392
DJ505785_2,US 竖条纹美式铁木L桌 一件一箱 颜色->棕顶+黑,ALL,UNKNOWN,C,T4B,4.65,2.23,28,-25.77,-0.9203,0.9203
DJ505806_2_WF,US 1.4米升降桌 一件两箱  颜色->主体黑+顶板棕,ALL,UNKNOWN,C,T4B,13.29,6.38,28,-21.62,-0.7723,0.7723
DJ505852_1,US RL-R170款上T下F上下铺4抽长桌面带灯带排插 一件两箱 颜色->黑色,ALL,AMAZON,C,T4B,11.96,5.74,28,-22.26,-0.7951,0.7951
DJVN000014_2,"US AE 书柜(Vietnam) 3抽屉 带插排小台款（大款）加RGB灯带 颜色->#1,白色麻面",ALL,WALMART,C,T4B,23.38,12.57,28,-15.43,-0.5511,0.5511
DJVN000129_1,"US QZ 藤编五抽斗柜，一件一箱 尺码->#1,灰橡木",ALL,AMAZON,D,T4B,27.20,14.62,28,-13.38,-0.4778,0.4778
SFDJ505107_1,US L桌美式纯板材高桌  一件两箱 颜色->白浮雕+黑麻,ALL,UNKNOWN,D,T4B,10.90,5.86,28,-22.14,-0.7908,0.7908
DJ503561_3,"US 床T-B303T软包床头翻开床尾铝材四抽99*190 颜色->#3,绒布白色+白色铁",ALL,UNKNOWN,B,T4B,11.41,6.14,27,-20.86,-0.7727,0.7727
DJ503911_2,"US BF 储物柜 DT15 5抽无把手悬浮带灯带插头 一件一箱 颜色->#2,白色三胺麻面",ALL,UNKNOWN,A,T4B,55.39,28.19,27,1.19,0.0439,0.0439
DJ503983_1,US VD JYH205 泰迪绒软包4抽床 弧形掀盖靠背 双灯带 T 一件一箱 颜色->米白,ALL,UNKNOWN,C,T4B,10.79,5.49,27,-21.51,-0.7967,0.7967
DJ504125_4,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 CK 一件一箱,ALL,AMAZON,C,T4B,105.54,45.67,27,18.67,0.6916,0.6916
DJ504129_1,US 轻奢风吸塑1m文件柜 一件一箱 颜色->原木色,ALL,UNKNOWN,B,T4B,33.69,17.14,27,-9.86,-0.3651,0.3651
DJ504175_2,US UA 高款拱顶书柜 铣型门板 一件一箱 颜色->棕色G29024I全贴纸,ALL,WALMART,A,T4B,21.32,10.85,27,-16.15,-0.5981,0.5981
DJ504176_2,US UA 高款拱顶书柜 藤编门板 一件一箱 颜色->黑色,ALL,UNKNOWN,C,T4B,13.93,5.69,27,-21.31,-0.7894,0.7894
DJ504202_3,"EU AG 板式床 软包掀盖靠背 4抽 1.4*2m床垫 一件两箱 颜色->#1,白色+浅灰",ALL,AMAZON,C,T4B,12.98,6.98,27,-20.02,-0.7416,0.7416
DJ504308_1,EU DC铁木床LIW-02 床头一层板+交叉造型+灯带插排 ZY 火烧色 一件一箱 90*200,ALL,UNKNOWN,C,T4B,21.06,10.72,27,-16.28,-0.6031,0.6031
DJ504348_4,US 床RL-76T低阁楼床下8抽4空格含灯带99*190 颜色粉铁+粉麻板+PU粉抽面,ALL,UNKNOWN,C,T4B,3.99,1.91,27,-25.09,-0.9292,0.9292
DJ504762_3,US SD T字双人桌 一件一箱  颜色->白色,ALL,AMAZON,C,T4B,32.58,13.29,27,-13.71,-0.5077,0.5077
DJ504852_2,US AG 绒布皇冠公主床 尾两抽 F 颜色->白色,ALL,AMAZON,C,T4B,10.75,4.39,27,-22.61,-0.8375,0.8375
DJ504867_2,US SD U型书架桌带三抽   一件一箱 颜色 颜色->黑色,ALL,TIKTOK,B,T4B,27.08,13.78,27,-13.22,-0.4896,0.4896
DJ504982_1,US VD 低高架床 侧步梯 渐变色9布抽 书报架 拱形板 T 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,50.47,20.59,27,-6.41,-0.2374,0.2374
DJ504982_1,US VD 低高架床 侧步梯 渐变色9布抽 书报架 拱形板 T 一件一箱 颜色->白色,ALL,WALMART,C,T4B,11.05,5.62,27,-21.38,-0.7917,0.7917
DJ505103_3,EU AG转角床 浅灰棉麻 床头可互换0.9*2m 2灯带 欧规2AC+2USB 一件两箱 颜色->白色,ALL,UNKNOWN,C,T4B,20.25,10.89,27,-16.11,-0.5968,0.5968
DJ505119_4,US 1.5米两抽带亚克力门文件柜 一件两箱 颜色->9898-3灰色,ALL,AMAZON,C,T4B,31.32,15.04,27,-11.97,-0.4431,0.4431
DJ505170_2,US AG 翻盖布抽角落床 T 一件两箱 颜色->灰色,ALL,UNKNOWN,B,T4B,30.93,15.74,27,-11.26,-0.4171,0.4171
